transaction_id,town,state,datestamp,bread_size,bread_price_NGN
1577,Kagoro,Kaduna,2025-11-18,Large,2200
1578,Mutum Biyu,Taraba,2025-08-07,Extra Large,3500
1579,Afikpo,Ebonyi,2024-09-07,Small,500
1580,Ikom,Cross River,2026-04-03,Large,2200
1581,Brass,Bayelsa,2025-03-09,Medium,1200
1582,Minna,Niger,2026-02-21,Small,500
1583,Dass,Bauchi,2024-06-06,Small,500
1584,Girei,Adamawa,2024-07-26,Small,500
1585,Gboko,Benue,2024-08-16,Medium,1200
1586,Oporoma,Bayelsa,2024-08-25,Large,2200
1587,Biu,Gombe,2024-12-18,Large,2200
1588,Ile-Ife,Osun,2025-09-27,Medium,1200
1589,Wukari,Taraba,2025-01-04,Small,500
1590,Ikot Ekpene,Akwa Ibom,2026-03-15,Large,2200
1591,Langtang,Plateau,2026-02-10,Large,2200
1592,Kaura Namoda,Zamfara,2026-01-05,Medium,1200
1593,Potiskum,Yobe,2024-10-27,Extra Large,3500
1594,Idanre,Ondo,2025-08-04,Large,2200
1595,Kaiama,Kwara,2025-06-03,Medium,1200
1596,Oporoma,Bayelsa,2024-07-27,Large,2200
1597,Epe,Lagos,2024-12-04,Large,2200
1598,Sapele,Delta,2025-05-21,Small,500
1599,Isuikwuato,Abia,2025-04-29,Medium,1200
1600,Omu-Aran,Kwara,2024-08-28,Extra Large,3500
1601,Damaturu,Yobe,2026-03-16,Extra Large,3500
1602,Pankshin,Plateau,2024-08-17,Small,500
1603,Owo,Ondo,2025-08-21,Medium,1200
1604,Isuikwuato,Abia,2025-10-05,Large,2200
1605,Igbara-Odo,Ekiti,2025-07-13,Extra Large,3500
1606,Suleja,Niger,2026-01-02,Medium,1200
1607,Nassarawa,Nasarawa,2025-06-13,Medium,1200
1608,Dutse,Jigawa,2025-12-21,Extra Large,3500
1609,Oguta,Imo,2024-05-17,Large,2200
1610,Rano,Kano,2024-05-30,Large,2200
1611,Ijebu-Ode,Ogun,2025-08-08,Small,500
1612,Auchi,Edo,2025-06-22,Large,2200
1613,Gwoza,Borno,2025-08-15,Extra Large,3500
1614,Saminaka,Kaduna,2025-11-08,Extra Large,3500
1615,Omuo-Ekiti,Ekiti,2025-02-25,Small,500
1616,Asaba,Delta,2025-08-07,Small,500
1617,Benin City,Edo,2025-04-26,Large,2200
1618,Zaria,Kaduna,2025-07-29,Extra Large,3500
1619,Umuahia,Abia,2024-11-24,Small,500
1620,Asaba,Delta,2026-03-27,Extra Large,3500
1621,Agbani,Enugu,2025-04-15,Extra Large,3500
1622,Malumfashi,Katsina,2025-12-06,Large,2200
1623,Ibadan,Oyo,2025-09-09,Large,2200
1624,Brass,Bayelsa,2024-11-30,Small,500
1625,Kagoro,Kaduna,2024-06-19,Small,500
1626,Nguru,Yobe,2024-06-09,Medium,1200
1627,Omuo-Ekiti,Ekiti,2025-03-14,Extra Large,3500
1628,Aba,Abia,2025-04-15,Medium,1200
1629,Nassarawa,Nasarawa,2024-09-23,Medium,1200
1630,Eket,Akwa Ibom,2025-07-14,Extra Large,3500
1631,Vandeikya,Benue,2024-12-11,Medium,1200
1632,Langtang,Plateau,2025-10-04,Large,2200
1633,Argungu,Kebbi,2025-10-15,Small,500
1634,Tsafe,Zamfara,2026-01-16,Small,500
1635,Kazaure,Jigawa,2026-04-09,Large,2200
1636,Omuo-Ekiti,Ekiti,2024-07-31,Small,500
1637,Enugu,Enugu,2025-01-22,Medium,1200
1638,Owo,Ondo,2025-06-11,Small,500
1639,Onueke,Ebonyi,2024-12-16,Small,500
1640,Suleja,Niger,2025-04-02,Small,500
1641,Abak,Akwa Ibom,2024-11-08,Extra Large,3500
1642,Sapele,Delta,2024-10-25,Small,500
1643,Orlu,Imo,2024-07-06,Extra Large,3500
1644,Nembe,Bayelsa,2024-11-25,Large,2200
1645,Awka,Anambra,2025-02-01,Large,2200
1646,Agbor,Delta,2025-07-20,Small,500
1647,Obudu,Cross River,2024-10-25,Medium,1200
1648,Kamba,Kebbi,2026-01-19,Large,2200
1649,Ile-Ife,Osun,2024-08-21,Small,500
1650,Akwanga,Nasarawa,2024-12-22,Medium,1200
1651,Dutse,Jigawa,2025-06-23,Extra Large,3500
1652,Ejigbo,Osun,2024-12-11,Large,2200
1653,Nguru,Yobe,2025-11-05,Medium,1200
1654,Irrua,Edo,2025-04-26,Large,2200
1655,Zuru,Kebbi,2025-05-08,Large,2200
1656,Talata Mafara,Zamfara,2025-04-26,Small,500
1657,Wukari,Taraba,2024-12-08,Extra Large,3500
1658,Bichi,Kano,2024-05-13,Large,2200
1659,Ibadan,Oyo,2026-03-18,Extra Large,3500
1660,Benin City,Edo,2025-05-01,Large,2200
1661,Okigwe,Imo,2026-04-03,Small,500
1662,Nguru,Yobe,2024-10-01,Medium,1200
1663,Mutum Biyu,Taraba,2025-01-09,Medium,1200
1664,Bichi,Kano,2024-06-02,Extra Large,3500
1665,Birnin Kebbi,Kebbi,2025-04-23,Small,500
1666,Jalingo,Taraba,2026-01-31,Small,500
1667,Ikom,Cross River,2025-08-18,Small,500
1668,Ado-Ekiti,Ekiti,2025-04-05,Extra Large,3500
1669,Ado-Ekiti,Ekiti,2025-05-24,Small,500
1670,Nassarawa,Nasarawa,2026-01-06,Large,2200
1671,Nnewi,Anambra,2025-03-08,Medium,1200
1672,Bauchi,Bauchi,2026-02-01,Medium,1200
1673,Port Harcourt,Rivers,2025-10-10,Extra Large,3500
1674,Nnewi,Anambra,2025-11-06,Extra Large,3500
1675,Lagos,Lagos,2025-01-19,Large,2200
1676,Jalingo,Taraba,2025-02-13,Small,500
1677,Katsina,Katsina,2025-06-17,Medium,1200
1678,Jalingo,Taraba,2024-09-16,Small,500
1679,Dukku,Gombe,2025-06-05,Extra Large,3500
1680,Ikere-Ekiti,Ekiti,2024-06-19,Medium,1200
1681,Irrua,Edo,2025-04-30,Extra Large,3500
1682,Vandeikya,Benue,2025-11-06,Large,2200
1683,Iseyin,Oyo,2024-11-17,Small,500
1684,Afikpo,Ebonyi,2026-04-20,Extra Large,3500
1685,Wamako,Sokoto,2025-09-06,Medium,1200
1686,Buni Yadi,Yobe,2024-07-22,Extra Large,3500
1687,Omu-Aran,Kwara,2026-04-09,Large,2200
1688,Epe,Lagos,2025-02-08,Extra Large,3500
1689,Kamba,Kebbi,2025-11-29,Medium,1200
1690,Potiskum,Yobe,2024-12-30,Extra Large,3500
1691,Anka,Zamfara,2026-03-14,Large,2200
1692,Ede,Osun,2025-10-30,Extra Large,3500
1693,Aba,Abia,2024-09-19,Large,2200
1694,Futungo,Adamawa,2025-05-04,Medium,1200
1695,Katsina,Katsina,2025-04-27,Large,2200
1696,Biu,Gombe,2024-05-30,Large,2200
1697,Numan,Adamawa,2024-08-05,Medium,1200
1698,Makurdi,Benue,2024-12-26,Extra Large,3500
1699,Offa,Kwara,2025-04-08,Medium,1200
1700,Gumel,Jigawa,2025-03-27,Medium,1200
1701,Kaltungo,Gombe,2025-07-14,Large,2200
1702,Nembe,Bayelsa,2025-05-08,Extra Large,3500
1703,Enugu,Enugu,2024-12-22,Large,2200
1704,Barkin Ladi,Plateau,2025-07-19,Extra Large,3500
1705,Vandeikya,Benue,2024-08-23,Large,2200
1706,Abak,Akwa Ibom,2026-04-21,Extra Large,3500
1707,Yenagoa,Bayelsa,2025-10-19,Large,2200
1708,Kaiama,Kwara,2024-12-01,Extra Large,3500
1709,Biu,Borno,2024-12-28,Small,500
1710,Lafia,Nasarawa,2025-12-23,Large,2200
1711,Jalingo,Taraba,2025-05-21,Large,2200
1712,Buni Yadi,Yobe,2025-09-27,Medium,1200
1713,Kamba,Kebbi,2024-12-02,Medium,1200
1714,Asaba,Delta,2025-12-14,Extra Large,3500
1715,Ejigbo,Osun,2025-01-21,Small,500
1716,Deba,Gombe,2025-09-01,Large,2200
1717,Suleja,Niger,2026-04-13,Medium,1200
1718,Lokoja,Kogi,2025-06-27,Extra Large,3500
1719,Ogidi,Anambra,2025-11-30,Extra Large,3500
1720,Dutse,Jigawa,2025-10-09,Extra Large,3500
1721,Gwadabawa,Sokoto,2025-09-11,Medium,1200
1722,Obudu,Cross River,2024-05-16,Medium,1200
1723,Degema,Rivers,2025-04-08,Medium,1200
1724,Tsafe,Zamfara,2026-04-03,Medium,1200
1725,Owerri,Imo,2025-11-20,Large,2200
1726,Owo,Ondo,2025-11-15,Small,500
1727,Gwoza,Borno,2025-06-23,Extra Large,3500
1728,Badagry,Lagos,2025-10-06,Medium,1200
1729,Yauri,Kebbi,2025-06-27,Small,500
1730,Daura,Katsina,2024-08-29,Large,2200
1731,Ejigbo,Osun,2025-07-30,Medium,1200
1732,Osogbo,Osun,2025-07-24,Medium,1200
1733,Omuo-Ekiti,Ekiti,2026-01-01,Medium,1200
1734,Yenagoa,Bayelsa,2024-08-13,Small,500
1735,Oguta,Imo,2025-09-06,Medium,1200
1736,Kano,Kano,2024-05-20,Large,2200
1737,Monguno,Borno,2026-03-21,Extra Large,3500
1738,Jos,Plateau,2024-07-16,Large,2200
1739,Udi,Enugu,2024-05-10,Medium,1200
1740,Udi,Enugu,2024-12-12,Large,2200
1741,Kaura Namoda,Zamfara,2024-08-15,Medium,1200
1742,Girei,Adamawa,2025-09-13,Small,500
1743,Hadejia,Jigawa,2025-02-20,Small,500
1744,Wudil,Kano,2025-11-14,Large,2200
1745,Ekwulobia,Anambra,2026-02-28,Small,500
1746,Dass,Bauchi,2026-01-25,Large,2200
1747,Lagos,Lagos,2025-10-16,Small,500
1748,Danbatta,Kano,2024-06-11,Medium,1200
1749,Wamba,Nasarawa,2024-08-05,Small,500
1750,Zuru,Kebbi,2024-09-25,Small,500
1751,Auchi,Edo,2024-12-20,Extra Large,3500
1752,Gusau,Zamfara,2025-08-24,Small,500
1753,Oguta,Imo,2025-05-16,Large,2200
1754,Kabba,Kogi,2024-12-12,Extra Large,3500
1755,Abakaliki,Ebonyi,2024-08-31,Large,2200
1756,Omu-Aran,Kwara,2026-02-22,Large,2200
1757,Oguta,Imo,2025-01-02,Large,2200
1758,Nnewi,Anambra,2025-01-10,Extra Large,3500
1759,Futungo,Adamawa,2025-11-12,Large,2200
1760,Biu,Gombe,2025-10-05,Large,2200
1761,Suleja,Niger,2025-08-10,Small,500
1762,Wamba,Nasarawa,2025-09-15,Medium,1200
1763,Ijebu-Ode,Ogun,2025-07-16,Medium,1200
1764,Owo,Ondo,2024-09-14,Large,2200
1765,Ejigbo,Osun,2024-10-24,Medium,1200
1766,Nsukka,Enugu,2025-06-08,Medium,1200
1767,Ogoja,Cross River,2024-10-08,Medium,1200
1768,Ondo City,Ondo,2026-04-08,Medium,1200
1769,Birnin Kebbi,Kebbi,2024-11-30,Small,500
1770,Ekpoma,Edo,2024-11-24,Medium,1200
1771,Numan,Adamawa,2024-09-25,Extra Large,3500
1772,Sagamu,Ogun,2025-09-24,Extra Large,3500
1773,Zaria,Kaduna,2024-12-14,Medium,1200
1774,Otukpo,Benue,2025-01-06,Medium,1200
1775,Futungo,Adamawa,2026-03-10,Large,2200
1776,Dukku,Gombe,2025-11-29,Medium,1200
1777,Gombe,Gombe,2024-11-12,Large,2200
1778,Oporoma,Bayelsa,2024-07-25,Medium,1200
1779,Illela,Sokoto,2025-09-03,Extra Large,3500
1780,Ikeja,Lagos,2025-01-29,Extra Large,3500
1781,Degema,Rivers,2026-04-13,Medium,1200
1782,Afikpo,Ebonyi,2025-12-16,Medium,1200
1783,Oron,Akwa Ibom,2026-03-25,Small,500
1784,Kagoro,Kaduna,2025-12-06,Medium,1200
1785,Ikere-Ekiti,Ekiti,2024-11-25,Small,500
1786,Uromi,Edo,2024-11-23,Extra Large,3500
1787,Zuru,Kebbi,2025-10-01,Medium,1200
1788,Ikare,Ondo,2025-01-05,Small,500
1789,Akwanga,Nasarawa,2025-03-16,Extra Large,3500
1790,Buni Yadi,Yobe,2024-10-31,Small,500
1791,Jalingo,Taraba,2025-04-12,Extra Large,3500
1792,Ibadan,Oyo,2024-09-21,Medium,1200
1793,Gembu,Taraba,2025-05-25,Extra Large,3500
1794,Abak,Akwa Ibom,2026-03-10,Extra Large,3500
1795,Jalingo,Taraba,2025-09-17,Medium,1200
1796,Danbatta,Kano,2024-08-05,Extra Large,3500
1797,Funtua,Katsina,2025-07-21,Extra Large,3500
1798,Ohaozara,Ebonyi,2025-06-29,Large,2200
1799,Ogidi,Anambra,2024-10-21,Medium,1200
1800,Iseyin,Oyo,2025-08-29,Small,500
1801,Sokoto,Sokoto,2025-05-20,Medium,1200
1802,Potiskum,Yobe,2025-08-06,Extra Large,3500
1803,Sagamu,Ogun,2024-06-04,Extra Large,3500
1804,Mubi,Adamawa,2025-02-23,Extra Large,3500
1805,Igbara-Odo,Ekiti,2025-10-03,Small,500
1806,Gumel,Jigawa,2024-07-09,Medium,1200
1807,Maiduguri,Borno,2025-11-11,Small,500
1808,Ilesa,Osun,2024-04-30,Small,500
1809,Mutum Biyu,Taraba,2025-06-03,Medium,1200
1810,Wamba,Nasarawa,2026-03-07,Extra Large,3500
1811,Eket,Akwa Ibom,2025-02-18,Large,2200
1812,Warri,Delta,2026-03-11,Medium,1200
1813,Benin City,Edo,2026-01-29,Extra Large,3500
1814,Funtua,Katsina,2025-04-11,Extra Large,3500
1815,Wudil,Kano,2024-09-19,Small,500
1816,Ikom,Cross River,2026-04-01,Small,500
1817,Dutse,Jigawa,2024-12-17,Extra Large,3500
1818,Degema,Rivers,2025-08-12,Small,500
1819,Omoku,Rivers,2026-02-19,Medium,1200
1820,Langtang,Plateau,2024-07-01,Extra Large,3500
1821,Osogbo,Osun,2025-06-20,Small,500
1822,Oguta,Imo,2025-05-23,Large,2200
1823,Talata Mafara,Zamfara,2025-10-07,Small,500
1824,Auchi,Edo,2026-03-12,Small,500
1825,Ilorin,Kwara,2026-02-23,Medium,1200
1826,Abak,Akwa Ibom,2024-09-01,Large,2200
1827,Lokoja,Kogi,2026-01-31,Small,500
1828,Katsina-Ala,Benue,2024-09-02,Medium,1200
1829,Onueke,Ebonyi,2026-02-28,Medium,1200
1830,Saki,Oyo,2026-04-25,Large,2200
1831,Uyo,Akwa Ibom,2025-02-11,Large,2200
1832,Yauri,Kebbi,2025-04-24,Extra Large,3500
1833,Dass,Bauchi,2026-03-12,Small,500
1834,Danbatta,Kano,2026-03-31,Medium,1200
1835,Monguno,Borno,2026-03-04,Large,2200
1836,Mutum Biyu,Taraba,2026-01-27,Medium,1200
1837,Udi,Enugu,2024-05-03,Small,500
1838,Vandeikya,Benue,2025-06-16,Small,500
1839,Shendam,Plateau,2024-07-14,Large,2200
1840,Idanre,Ondo,2026-04-15,Large,2200
1841,Birnin Kudu,Jigawa,2024-11-21,Large,2200
1842,Akamkpa,Cross River,2026-04-20,Extra Large,3500
1843,Mutum Biyu,Taraba,2025-05-29,Extra Large,3500
1844,Irrua,Edo,2025-04-23,Medium,1200
1845,Wudil,Kano,2026-03-14,Small,500
1846,Maiduguri,Borno,2026-01-09,Extra Large,3500
1847,Biu,Borno,2025-04-04,Extra Large,3500
1848,Abeokuta,Ogun,2024-09-14,Large,2200
1849,Jebba,Kwara,2024-07-18,Medium,1200
1850,Umuahia,Abia,2024-08-23,Large,2200
1851,Dutse,Jigawa,2025-03-28,Large,2200
1852,Dutsin-Ma,Katsina,2024-11-01,Large,2200
1853,Aba,Abia,2024-09-10,Large,2200
1854,Kabba,Kogi,2025-10-17,Small,500
1855,Auchi,Edo,2025-11-26,Large,2200
1856,Kabba,Kogi,2025-06-16,Extra Large,3500
1857,Eket,Akwa Ibom,2025-11-01,Extra Large,3500
1858,Ughelli,Delta,2024-09-02,Large,2200
1859,Iseyin,Oyo,2026-01-12,Small,500
1860,Bali,Taraba,2026-02-11,Large,2200
1861,Tsafe,Zamfara,2025-12-22,Small,500
1862,Udi,Enugu,2025-05-08,Large,2200
1863,Ilorin,Kwara,2024-06-29,Medium,1200
1864,Kaduna,Kaduna,2025-08-29,Large,2200
1865,Wamba,Nasarawa,2024-09-09,Medium,1200
1866,Keffi,Nasarawa,2024-08-07,Small,500
1867,Funtua,Katsina,2024-12-19,Small,500
1868,Kagoro,Kaduna,2024-10-25,Small,500
1869,Omoku,Rivers,2024-11-03,Large,2200
1870,Ilesa,Osun,2024-10-16,Medium,1200
1871,Bali,Taraba,2025-10-29,Medium,1200
1872,Monguno,Borno,2026-03-25,Small,500
1873,Ado-Ekiti,Ekiti,2024-12-03,Extra Large,3500
1874,Sokoto,Sokoto,2025-10-07,Extra Large,3500
1875,Tambuwal,Sokoto,2024-05-05,Medium,1200
1876,Kabba,Kogi,2025-08-17,Large,2200
1877,Argungu,Kebbi,2025-09-15,Small,500
1878,Wukari,Taraba,2024-06-11,Medium,1200
1879,Oron,Akwa Ibom,2024-07-22,Extra Large,3500
1880,Jalingo,Taraba,2024-12-07,Small,500
1881,Katsina,Katsina,2025-02-17,Small,500
1882,Kabba,Kogi,2025-04-29,Small,500
1883,Vandeikya,Benue,2026-02-10,Large,2200
1884,Futungo,Adamawa,2025-09-23,Large,2200
1885,Agbani,Enugu,2024-12-10,Medium,1200
1886,Omuo-Ekiti,Ekiti,2024-07-21,Large,2200
1887,Gashua,Yobe,2026-02-25,Extra Large,3500
1888,Monguno,Borno,2024-11-28,Medium,1200
1889,Onueke,Ebonyi,2025-07-20,Small,500
1890,Isuikwuato,Abia,2024-10-04,Small,500
1891,Udi,Enugu,2024-08-02,Large,2200
1892,Anka,Zamfara,2024-08-16,Large,2200
1893,Sapele,Delta,2025-10-25,Medium,1200
1894,Abakaliki,Ebonyi,2025-07-13,Large,2200
1895,Ankpa,Kogi,2025-02-24,Extra Large,3500
1896,Onitsha,Anambra,2025-06-02,Small,500
1897,Jos,Plateau,2025-04-06,Small,500
1898,Lafia,Nasarawa,2025-05-24,Small,500
1899,Ikare,Ondo,2025-08-25,Medium,1200
1900,Ejigbo,Osun,2024-10-03,Large,2200
1901,Funtua,Katsina,2024-10-24,Medium,1200
1902,Damaturu,Yobe,2025-10-30,Extra Large,3500
1903,Calabar,Cross River,2026-01-25,Extra Large,3500
1904,Katsina-Ala,Benue,2024-06-25,Large,2200
1905,Iseyin,Oyo,2025-03-19,Medium,1200
1906,Biu,Gombe,2025-09-23,Large,2200
1907,Epe,Lagos,2024-06-23,Medium,1200
1908,Idah,Kogi,2025-06-13,Extra Large,3500
1909,Port Harcourt,Rivers,2024-06-11,Small,500
1910,Jos,Plateau,2025-06-01,Large,2200
1911,Langtang,Plateau,2025-05-01,Medium,1200
1912,Bichi,Kano,2025-06-19,Medium,1200
1913,Sokoto,Sokoto,2024-08-14,Extra Large,3500
1914,Gboko,Benue,2024-12-22,Small,500
1915,Dutsin-Ma,Katsina,2025-05-12,Extra Large,3500
1916,Rijau,Niger,2024-07-20,Extra Large,3500
1917,Oguta,Imo,2024-09-24,Medium,1200
1918,Talata Mafara,Zamfara,2025-06-27,Extra Large,3500
1919,Lafia,Nasarawa,2024-07-02,Large,2200
1920,Udi,Enugu,2025-05-05,Extra Large,3500
1921,Idanre,Ondo,2025-12-09,Large,2200
1922,Potiskum,Yobe,2025-03-24,Medium,1200
1923,Jamaare,Bauchi,2025-05-07,Extra Large,3500
1924,Dikwa,Borno,2025-03-26,Extra Large,3500
1925,Kamba,Kebbi,2024-06-08,Small,500
1926,Ile-Ife,Osun,2025-03-30,Large,2200
1927,Minna,Niger,2025-12-07,Small,500
1928,Akwanga,Nasarawa,2025-10-07,Extra Large,3500
1929,Awka,Anambra,2025-02-10,Medium,1200
1930,Akamkpa,Cross River,2025-12-14,Small,500
1931,Warri,Delta,2025-10-24,Extra Large,3500
1932,Gashua,Yobe,2025-06-23,Extra Large,3500
1933,Ile-Ife,Osun,2024-05-30,Medium,1200
1934,Yauri,Kebbi,2025-01-03,Large,2200
1935,Owo,Ondo,2024-06-12,Small,500
1936,Isuikwuato,Abia,2026-04-23,Extra Large,3500
1937,Ogoja,Cross River,2026-03-11,Small,500
1938,Ikorodu,Lagos,2024-06-16,Small,500
1939,Isuikwuato,Abia,2026-03-10,Large,2200
1940,Monguno,Borno,2024-05-20,Small,500
1941,Mbaise,Imo,2025-02-19,Extra Large,3500
1942,Zuru,Kebbi,2025-11-10,Extra Large,3500
1943,Nassarawa,Nasarawa,2025-11-07,Medium,1200
1944,Uromi,Edo,2026-04-12,Medium,1200
1945,Efon,Ekiti,2025-08-12,Extra Large,3500
1946,Epe,Lagos,2025-02-28,Medium,1200
1947,Wudil,Kano,2026-04-22,Medium,1200
1948,Aba,Abia,2025-01-31,Small,500
1949,Ughelli,Delta,2026-01-22,Extra Large,3500
1950,Calabar,Cross River,2026-02-18,Medium,1200
1951,Ilaro,Ogun,2025-01-26,Extra Large,3500
1952,Uromi,Edo,2025-09-08,Extra Large,3500
1953,Kaura Namoda,Zamfara,2025-08-23,Extra Large,3500
1954,Offa,Kwara,2025-05-26,Medium,1200
1955,Idanre,Ondo,2025-08-17,Small,500
1956,Omoku,Rivers,2025-01-06,Large,2200
1957,Ota,Ogun,2024-09-04,Large,2200
1958,Uyo,Akwa Ibom,2025-05-24,Extra Large,3500
1959,Lagos,Lagos,2025-05-18,Extra Large,3500
1960,Brass,Bayelsa,2025-10-11,Large,2200
1961,Saki,Oyo,2024-10-06,Small,500
1962,Gembu,Taraba,2024-04-29,Small,500
1963,Mbaise,Imo,2024-05-13,Small,500
1964,Buni Yadi,Yobe,2024-12-01,Large,2200
1965,Nnewi,Anambra,2025-09-01,Small,500
1966,Langtang,Plateau,2025-05-29,Extra Large,3500
1967,Kabba,Kogi,2025-05-20,Large,2200
1968,Bichi,Kano,2025-12-19,Medium,1200
1969,Abak,Akwa Ibom,2024-10-24,Large,2200
1970,Dutse,Jigawa,2025-01-05,Extra Large,3500
1971,Ishieke,Ebonyi,2024-11-14,Small,500
1972,Rano,Kano,2026-03-13,Small,500
1973,Danbatta,Kano,2025-10-08,Small,500
1974,Akamkpa,Cross River,2024-07-18,Small,500
1975,Kafanchan,Kaduna,2025-12-09,Medium,1200
1976,Kafanchan,Kaduna,2025-02-27,Large,2200
1977,Aba,Abia,2025-11-07,Medium,1200
1978,Ughelli,Delta,2026-02-02,Large,2200
1979,Ekpoma,Edo,2024-05-08,Medium,1200
1980,Omoku,Rivers,2024-09-24,Small,500
1981,Lokoja,Kogi,2024-07-09,Medium,1200
1982,Ughelli,Delta,2024-05-21,Extra Large,3500
1983,Keffi,Nasarawa,2025-07-07,Extra Large,3500
1984,Afikpo,Ebonyi,2025-09-23,Large,2200
1985,Nnewi,Anambra,2024-06-01,Small,500
1986,Onitsha,Anambra,2025-10-20,Extra Large,3500
1987,Kontagora,Niger,2025-02-15,Large,2200
1988,Shendam,Plateau,2024-10-15,Medium,1200
1989,Nassarawa,Nasarawa,2024-10-02,Extra Large,3500
1990,Hadejia,Jigawa,2026-01-18,Extra Large,3500
1991,Ohafia,Abia,2024-06-07,Extra Large,3500
1992,Akwanga,Nasarawa,2025-04-30,Small,500
1993,Vandeikya,Benue,2024-11-24,Large,2200
1994,Idanre,Ondo,2025-12-14,Large,2200
1995,Idah,Kogi,2025-10-13,Large,2200
1996,Gboko,Benue,2024-12-16,Extra Large,3500
1997,Ogbomoso,Oyo,2025-07-08,Medium,1200
1998,Bali,Taraba,2025-08-31,Medium,1200
1999,Kamba,Kebbi,2024-12-17,Small,500
2000,Aba,Abia,2024-12-03,Small,500
2001,Abeokuta,Ogun,2024-08-09,Small,500
2002,Ilesa,Osun,2025-08-22,Medium,1200
2003,Bichi,Kano,2024-10-05,Medium,1200
2004,Uyo,Akwa Ibom,2024-12-02,Small,500
2005,Ogidi,Anambra,2024-06-10,Medium,1200
2006,Maiduguri,Borno,2026-03-21,Small,500
2007,Obudu,Cross River,2026-01-30,Medium,1200
2008,Biu,Borno,2026-02-22,Large,2200
2009,Danbatta,Kano,2025-07-28,Small,500
2010,Oyo Town,Oyo,2025-03-05,Extra Large,3500
2011,Yauri,Kebbi,2025-04-24,Medium,1200
2012,Misau,Bauchi,2026-04-07,Small,500
2013,Nassarawa,Nasarawa,2026-03-16,Large,2200
2014,Nnewi,Anambra,2025-08-30,Large,2200
2015,Uromi,Edo,2025-11-22,Small,500
2016,Omoku,Rivers,2024-12-15,Extra Large,3500
2017,Uromi,Edo,2025-02-25,Small,500
2018,Agbor,Delta,2024-08-14,Extra Large,3500
2019,Udi,Enugu,2025-01-27,Small,500
2020,Ilesa,Osun,2025-10-30,Small,500
2021,Uyo,Akwa Ibom,2025-04-08,Small,500
2022,Kazaure,Jigawa,2026-01-07,Small,500
2023,Omoku,Rivers,2024-12-02,Small,500
2024,Oron,Akwa Ibom,2025-09-26,Large,2200
2025,Sapele,Delta,2025-12-07,Extra Large,3500
2026,Isuikwuato,Abia,2026-02-24,Extra Large,3500
2027,Langtang,Plateau,2025-06-12,Extra Large,3500
2028,Jamaare,Bauchi,2026-04-04,Medium,1200
2029,Arochukwu,Abia,2025-06-08,Extra Large,3500
2030,Dikwa,Borno,2024-08-03,Large,2200
2031,Idah,Kogi,2024-10-21,Extra Large,3500
2032,Awka,Anambra,2024-09-22,Large,2200
2033,Gashua,Yobe,2025-08-12,Small,500
2034,Oyo Town,Oyo,2026-03-02,Medium,1200
2035,Irrua,Edo,2026-01-06,Small,500
2036,Keffi,Nasarawa,2024-07-03,Large,2200
2037,Lafia,Nasarawa,2025-10-08,Large,2200
2038,Port Harcourt,Rivers,2024-09-13,Extra Large,3500
2039,Ikere-Ekiti,Ekiti,2024-11-09,Small,500
2040,Ado-Ekiti,Ekiti,2025-09-01,Medium,1200
2041,Degema,Rivers,2025-07-11,Small,500
2042,Gashua,Yobe,2026-01-25,Extra Large,3500
2043,Nguru,Yobe,2024-09-11,Small,500
2044,Ikot Ekpene,Akwa Ibom,2025-11-04,Small,500
2045,Lokoja,Kogi,2025-10-08,Extra Large,3500
2046,Biu,Borno,2025-06-09,Extra Large,3500
2047,Potiskum,Yobe,2025-04-12,Medium,1200
2048,Bauchi,Bauchi,2026-01-22,Medium,1200
2049,Port Harcourt,Rivers,2024-12-26,Extra Large,3500
2050,Eket,Akwa Ibom,2026-03-27,Medium,1200
2051,Umuahia,Abia,2024-05-08,Small,500
2052,Katsina,Katsina,2026-03-13,Extra Large,3500
2053,Ishieke,Ebonyi,2026-03-31,Small,500
2054,Makurdi,Benue,2024-07-21,Extra Large,3500
2055,Gombe,Gombe,2026-04-27,Medium,1200
2056,Owo,Ondo,2025-04-12,Extra Large,3500
2057,Birnin Kebbi,Kebbi,2024-10-21,Medium,1200
2058,Argungu,Kebbi,2025-07-12,Small,500
2059,Ekpoma,Edo,2024-09-23,Small,500
2060,Monguno,Borno,2026-02-24,Medium,1200
2061,Ijebu-Ode,Ogun,2025-06-04,Large,2200
2062,Talata Mafara,Zamfara,2025-11-14,Extra Large,3500
2063,Oguta,Imo,2025-01-30,Small,500
2064,Calabar,Cross River,2025-05-22,Extra Large,3500
2065,Abakaliki,Ebonyi,2025-01-14,Extra Large,3500
2066,Yenagoa,Bayelsa,2024-11-04,Small,500
2067,Benin City,Edo,2025-05-06,Large,2200
2068,Ilaro,Ogun,2025-04-25,Medium,1200
2069,Nsukka,Enugu,2024-07-08,Large,2200
2070,Mutum Biyu,Taraba,2026-04-14,Extra Large,3500
2071,Orlu,Imo,2025-04-05,Small,500
2072,Uromi,Edo,2025-12-31,Small,500
2073,Funtua,Katsina,2026-02-24,Extra Large,3500
2074,Isuikwuato,Abia,2025-01-22,Medium,1200
2075,Ado-Ekiti,Ekiti,2025-02-23,Small,500
2076,Ikorodu,Lagos,2025-06-12,Medium,1200
2077,Ogbomoso,Oyo,2024-10-05,Large,2200
2078,Onitsha,Anambra,2024-08-11,Small,500
2079,Ughelli,Delta,2024-11-03,Extra Large,3500
